3.8.172.193,443,443,TRUE,LHR,Europe,GB,London,249,10.17
35.179.155.135,443,443,TRUE,LHR,Europe,GB,London,185,10.14
51.44.183.249,443,443,TRUE,CDG,Europe,FR,Paris,322,10.14
34.214.172.22,443,443,TRUE,SEA,North America,US,Seattle,248,10.13
35.179.179.85,443,443,TRUE,LHR,Europe,GB,London,290,10.13
3.75.149.151,443,443,TRUE,FRA,Europe,DE,Frankfurt,272,10.12
18.141.216.61,443,443,TRUE,SIN,Asia Pacific,SG,Singapore,328,10.11
35.178.204.134,443,443,TRUE,LHR,Europe,GB,London,406,10.11
3.126.159.12,443,443,TRUE,FRA,Europe,DE,Frankfurt,226,10.11
63.176.11.74,2096,443,TRUE,FRA,Europe,DE,Frankfurt,253,10.1
35.177.23.15,443,443,TRUE,LHR,Europe,GB,London,288,10.1
34.208.221.169,443,443,TRUE,SEA,North America,US,Seattle,303,10.1
18.170.111.0,443,443,TRUE,LHR,Europe,GB,London,349,10.1
18.175.121.184,443,443,TRUE,LHR,Europe,GB,London,393,10.1
18.133.240.34,443,443,TRUE,LHR,Europe,GB,London,361,10.08
3.8.234.154,443,443,TRUE,LHR,Europe,GB,London,324,10.08
52.40.65.17,443,443,TRUE,SEA,North America,US,Seattle,297,10.08
18.133.239.122,443,443,TRUE,LHR,Europe,GB,London,339,10.07
51.44.21.239,443,443,TRUE,CDG,Europe,FR,Paris,313,10.07
18.134.151.17,443,443,TRUE,LHR,Europe,GB,London,210,10.06
52.43.224.109,443,443,TRUE,SEA,North America,US,Seattle,282,10.06
35.179.153.18,443,443,TRUE,LHR,Europe,GB,London,246,10.06
3.10.164.232,443,443,TRUE,LHR,Europe,GB,London,376,10.05
35.181.7.238,443,443,TRUE,CDG,Europe,FR,Paris,299,10.05
16.16.45.85,8443,443,TRUE,ARN,Europe,SE,Stockholm,329,10.04
3.123.242.99,443,443,TRUE,FRA,Europe,DE,Frankfurt,209,10.03
18.175.153.81,443,443,TRUE,LHR,Europe,GB,London,303,10.02
51.44.179.11,443,443,TRUE,CDG,Europe,FR,Paris,317,10.01
54.213.215.13,8443,443,TRUE,PDX,North America,US,Portland,243,10.01
35.179.144.200,443,443,TRUE,LHR,Europe,GB,London,384,10
51.20.238.138,8080,443,TRUE,ARN,Europe,SE,Stockholm,314,10
52.12.162.159,443,443,TRUE,PDX,North America,US,Portland,277,9.99
3.8.158.13,443,443,TRUE,LHR,Europe,GB,London,346,9.99
18.130.243.15,443,443,TRUE,LHR,Europe,GB,London,347,9.99
35.179.110.197,443,443,TRUE,LHR,Europe,GB,London,283,9.98
3.8.17.204,443,443,TRUE,LHR,Europe,GB,London,304,9.98
52.31.240.41,8080,443,TRUE,DUB,Europe,IE,Dublin,288,9.98
34.212.25.147,443,443,TRUE,SEA,North America,US,Seattle,327,9.98
54.188.116.102,443,443,TRUE,SEA,North America,US,Seattle,285,9.97
51.20.207.0,443,443,TRUE,ARN,Europe,SE,Stockholm,256,9.97
3.8.186.180,443,443,TRUE,LHR,Europe,GB,London,240,9.97
51.20.238.138,8080,443,TRUE,ARN,Europe,SE,Stockholm,212,9.96
44.227.209.152,443,443,TRUE,PDX,North America,US,Portland,212,9.96
51.44.165.210,443,443,TRUE,CDG,Europe,FR,Paris,183,9.94
35.180.24.197,443,443,TRUE,CDG,Europe,FR,Paris,309,9.93
51.44.84.42,443,443,TRUE,CDG,Europe,FR,Paris,367,9.92
18.134.98.150,443,443,TRUE,LHR,Europe,GB,London,171,9.92
35.94.177.141,443,443,TRUE,SEA,North America,US,Seattle,254,9.92
18.134.252.75,443,443,TRUE,LHR,Europe,GB,London,233,9.92
18.133.255.11,443,443,TRUE,LHR,Europe,GB,London,321,9.92
54.67.51.104,2053,443,TRUE,SJC,North America,US,San Jose,321,9.91
51.44.180.115,443,443,TRUE,CDG,Europe,FR,Paris,309,9.9
3.10.19.108,443,443,TRUE,LHR,Europe,GB,London,245,9.9
34.218.130.79,443,443,TRUE,PDX,North America,US,Portland,326,9.88
51.21.48.77,443,443,TRUE,ARN,Europe,SE,Stockholm,248,9.88
54.202.53.141,443,443,TRUE,SEA,North America,US,Seattle,255,9.88
3.8.175.65,443,443,TRUE,LHR,Europe,GB,London,280,9.88
18.170.1.211,443,443,TRUE,LHR,Europe,GB,London,368,9.85
18.170.228.17,443,443,TRUE,LHR,Europe,GB,London,407,9.85
52.24.15.209,443,443,TRUE,PDX,North America,US,Portland,239,9.83
35.179.156.200,443,443,TRUE,LHR,Europe,GB,London,291,9.82
52.10.230.80,443,443,TRUE,SEA,North America,US,Seattle,286,9.82
34.217.87.226,443,443,TRUE,SEA,North America,US,Seattle,269,9.78
18.133.221.52,443,443,TRUE,LHR,Europe,GB,London,226,9.77
51.20.161.26,443,443,TRUE,ARN,Europe,SE,Stockholm,205,9.77
52.56.168.165,443,443,TRUE,LHR,Europe,GB,London,242,9.76
3.123.255.167,443,443,TRUE,FRA,Europe,DE,Frankfurt,217,9.76
51.44.180.214,443,443,TRUE,CDG,Europe,FR,Paris,267,9.76
52.31.240.41,8080,443,TRUE,DUB,Europe,IE,Dublin,291,9.74
18.175.244.241,443,443,TRUE,LHR,Europe,GB,London,164,9.73
35.86.138.114,443,443,TRUE,SEA,North America,US,Seattle,317,9.73
35.178.100.102,443,443,TRUE,LHR,Europe,GB,London,271,9.73
35.85.36.239,443,443,TRUE,SEA,North America,US,Seattle,254,9.71
51.20.161.26,443,443,TRUE,ARN,Europe,SE,Stockholm,237,9.71
3.67.6.244,2053,443,TRUE,FRA,Europe,DE,Frankfurt,378,9.69
18.133.139.64,443,443,TRUE,LHR,Europe,GB,London,336,9.69
54.245.157.61,443,443,TRUE,SEA,North America,US,Seattle,303,9.69
18.171.233.140,443,443,TRUE,LHR,Europe,GB,London,283,9.69
34.218.248.74,443,443,TRUE,SEA,North America,US,Seattle,210,9.68
3.123.255.167,443,443,TRUE,FRA,Europe,DE,Frankfurt,223,9.68
18.175.123.192,443,443,TRUE,LHR,Europe,GB,London,334,9.68
35.178.206.172,443,443,TRUE,LHR,Europe,GB,London,343,9.67
35.179.181.105,443,443,TRUE,LHR,Europe,GB,London,312,9.67
51.20.207.0,443,443,TRUE,ARN,Europe,SE,Stockholm,281,9.67
3.73.76.242,8443,443,TRUE,FRA,Europe,DE,Frankfurt,342,9.65
3.8.139.103,443,443,TRUE,LHR,Europe,GB,London,187,9.65
54.67.51.104,8443,443,TRUE,SJC,North America,US,San Jose,284,9.64
34.215.169.157,443,443,TRUE,SEA,North America,US,Seattle,259,9.63
54.187.212.113,2053,443,TRUE,PDX,North America,US,Portland,289,9.63
52.35.114.64,443,443,TRUE,SEA,North America,US,Seattle,373,9.62
18.171.173.112,443,443,TRUE,LHR,Europe,GB,London,288,9.62
51.44.84.154,443,443,TRUE,CDG,Europe,FR,Paris,245,9.61
35.178.253.0,443,443,TRUE,LHR,Europe,GB,London,426,9.6
34.219.18.231,443,443,TRUE,SEA,North America,US,Seattle,216,9.6
35.181.170.214,443,443,TRUE,CDG,Europe,FR,Paris,340,9.59
34.220.171.252,443,443,TRUE,SEA,North America,US,Seattle,336,9.58
35.159.177.88,443,443,TRUE,FRA,Europe,DE,Frankfurt,245,9.57
35.180.44.83,443,443,TRUE,CDG,Europe,FR,Paris,200,9.57
52.38.6.43,443,443,TRUE,SEA,North America,US,Seattle,271,9.57
54.203.45.68,443,443,TRUE,SEA,North America,US,Seattle,238,9.56
3.10.180.28,443,443,TRUE,LHR,Europe,GB,London,343,9.56
35.179.119.92,8443,443,TRUE,LHR,Europe,GB,London,288,9.55
35.89.77.142,443,443,TRUE,SEA,North America,US,Seattle,290,9.55
52.89.97.12,443,443,TRUE,PDX,North America,US,Portland,258,9.55
3.126.159.12,443,443,TRUE,FRA,Europe,DE,Frankfurt,205,9.53
18.171.180.201,443,443,TRUE,LHR,Europe,GB,London,236,9.53
35.165.75.246,443,443,TRUE,SEA,North America,US,Seattle,225,9.52
35.178.187.249,443,443,TRUE,LHR,Europe,GB,London,316,9.51
52.40.65.17,443,443,TRUE,SEA,North America,US,Seattle,291,9.49
54.245.155.49,443,443,TRUE,SEA,North America,US,Seattle,364,9.47
18.236.152.142,443,443,TRUE,SEA,North America,US,Seattle,327,9.47
35.179.136.231,443,443,TRUE,LHR,Europe,GB,London,379,9.47
35.164.159.45,443,443,TRUE,SEA,North America,US,Seattle,331,9.46
52.89.100.174,443,443,TRUE,SEA,North America,US,Seattle,343,9.46
34.216.225.25,443,443,TRUE,SEA,North America,US,Seattle,324,9.45
35.179.128.204,443,443,TRUE,LHR,Europe,GB,London,289,9.45
18.175.162.11,443,443,TRUE,LHR,Europe,GB,London,357,9.43
18.170.65.187,443,443,TRUE,LHR,Europe,GB,London,334,9.43
3.69.197.130,443,443,TRUE,FRA,Europe,DE,Frankfurt,280,9.41
35.86.90.184,8080,443,TRUE,PDX,North America,US,Portland,240,9.39
34.212.25.147,443,443,TRUE,SEA,North America,US,Seattle,250,9.38
54.70.201.49,443,443,TRUE,SEA,North America,US,Seattle,272,9.37
51.44.171.14,443,443,TRUE,CDG,Europe,FR,Paris,322,9.37
18.170.56.143,443,443,TRUE,LHR,Europe,GB,London,336,9.36
51.44.170.0,443,443,TRUE,CDG,Europe,FR,Paris,358,9.35
